@relation 'testset 2att'

@attribute Tweet string
@attribute Tekst {SPAM,NEWS,SPORTS}

@data
'#news #whatsapp #startups aapl stock continues to break records hits new all time high o #aaplcompany #apple',SPAM
'how does marijuana treats brain cancer #httpgdatayoutubecomschemasvideo #marijuana #news',SPAM
'find #health studies eating trends amp newsy stuff all for you amp your #family #news #parenting',SPAM
'cbs reports on marijuana legalization in dc #httpgdatayoutubecomschemasvideo #marijuana #news',NEWS
'rt startup finding the right business partner #entrepreneur #startup #news',SPAM
'clearlake city council gives final approval to ordinance to #httpgdatayoutubecomschemasvideo #marijuana #news',NEWS
'anthony mason dead at former new york knicks standout former nba power forward anthony mason #nfl #news',SPORTS
'rt updates manchester united sunderland #football #news',SPORTS
'world gone by dennis lehane #literary #book #author #news',SPAM
'cair calls for hate crime probe on threat to iowa mosque liveleak #news',NEWS
'boehner joins mcconnell in fetal position liveleak #news',SPAM
'cbs reports on marijuana legalization in dc #httpgdatayoutubecomschemasvideo #marijuana #news',NEWS
'#usa #news how boko haram uses female suicide bombers to terrorize nigeria every week the via',NEWS
'kurdish fascist attack german police in frankfurt am main liveleak #news',NEWS
'#tweetmybrands the power of embodying black mastery and our full leadership #news #branding',SPAM
'the other boleyn girl philippa gregory #historical #book #author #news',SPAM
'#usa #news vatican s finance czar cardinal george pell defends spending by his office vati via',NEWS
'#news more staff on gritters after assault via',NEWS
'the power of embodying black mastery and our full leadership potential link removed #money #bullion #gold #news #love #photog',SPAM
'marijuana the true facts being kept secret #httpgdatayoutubecomschemasvideo #marijuana #news',SPAM
'#news eight guilty over m paris heists via',NEWS
'#news how reasonable are the budget numbers',NEWS
'the discipline gap at my high school link removed #money #bullion #gold #news #love #photography #fashion #health #fail #jo',NEWS
'spurs end four game skid against kings link removed #money #bullion #gold #news #love #photography #fashion #health #fail #',SPORTS
'#news bbc s robinson to have tumour removed via',NEWS
'#news what do the markets want',SPAM
'candy hauling man used james bond device to hide license from toll booth cops link removed #money #bullion #gold #news #lov',NEWS
'sorry but your dog can t remember that fun game of fetch link removed #money #bullion #gold #news #love #photography #fashio',SPAM
'#music #news bobbi kristina what the latest medical developments really mean #tdb',SPAM
'#music #news bobbi kristina what the latest medical developments really mean #tdb #bobbikristinabrown update',SPAM
'#news scotland italy via',SPORTS
'#news pension plans brought up to one level',NEWS
'#news mountain rescue teams search for boy via',NEWS
'#news investment sources widen',SPAM
'how does marijuana treats brain cancer #httpgdatayoutubecomschemasvideo #marijuana #news',SPAM
'rt indonesia retrieves last of crashed airasia jet fuselage jakarta #news #philippines',NEWS
'rt make big money click here gt #money #trafficnews #folloback #news #breakingnews #ptc h',SPAM
'#news union budget an indirect tax perspective',NEWS
'years ago brotherly help gets ac dc back to basics on stiff upper lip #anniversaries #news #acdc',SPAM
'#news reit s taxation gets more clarification',NEWS
'clearlake city council gives final approval to ordinance to #httpgdatayoutubecomschemasvideo #marijuana #news',NEWS
'fucks his hot milf step mother quick before you dad gets home #pics #news #pussy #youtube',SPAM
'#news inoperative pf accounts to subsidize senior citizen schemes',NEWS
'pensioners to receive a tax refund breakingnews ie #ireland #news',NEWS
'xnxx busty blonde is mounted from behind #pics #news #pussy #youtube',SPAM
'rt the first #ptc that pays in dollars earn day #money #news #marketing #network',SPAM
'#news #whatsapp #startups suicide bomber kills at least in north baghdad #apple #business',NEWS
'#news #whatsapp #startups dan loeb investors buying oil right now are going to be amp # disa #apple #business',NEWS
'newcastle united aston villa #football #news',SPORTS
'russia looking into motives for putin critic s killing #breaking #news',NEWS
'rt king of autosurf get visits h #webmaster #seo #autosurf #search #news',SPAM
'rt make big money click here gt #money #trafficnews #folloback #news #breakingnews #ptc h',SPAM
'why was boris nemtsov murdered the competing theories investigato #dailymail #news #im',NEWS
'rt gap hires new head of design from c wonder #news',SPAM
'have a type of way but no type of job #toronto #gta #news',SPAM
'why was boris nemtsov murdered the competing theories investigators suggest islamist extremists ukrai #news',NEWS
'elon musk s high speed hyperloop to be built in california next year elon musk s revolutionary pneumati #news',SPAM
'dz driver needed for city work #toronto #gta #news',NEWS
'police investigating south houston shooting #houston #news',NEWS
'family of seeking kind loving full time live out nanny #toronto #gta #news',SPAM
'sudanese among over fleeing libya #libya #news',NEWS
'rt anthropologie taps hotelier kit kemp for new collaboration #shoppingresources #news',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'cnn gaffe mistakes vladimir putin for jihadi john #telegraph #news',NEWS
'belgian town furious over its depiction as dark heart of europe #telegraph #news',NEWS
'poroshenko nemtsov planned to reveal russian links to ukraine conflict #telegraph #news',NEWS
'what is the cloud time #time #magazine #news',SPAM
'should i eat tofu time #time #magazine #news',SPAM
'awesome federer floors djokovic in straight sets #news',SPORTS
'ukrainian journalist killed in shelling despite ceasefire #news',NEWS
'soccer sturridge may face city but we mustn t break him #news',SPORTS
'list of dead kremlin critics grows with nemtsov murder #nigeria #news',NEWS
'rt vancouver s thunderbird films bringing harrison ford back as blade runner #vancouver #news',SPAM
'nemtsov planned to reveal russian links to ukraine conflict #news',NEWS
'apc chieftain others defect to pdp in bayelsa #nigeria #news',NEWS
'bitstamp to introduce new fee structure #bitcoin #news #cryptocurrency',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'sexy vids she squirts till it hurts again #pics #news #pussy #youtube',SPAM
'bitfury launches new nm #bitcoin #mining asic #news #cryptocurrency',SPAM
'#news jennings backing lloris for final #coys',SPAM
'#news jennings backing lloris for final #coys',SPAM
'list of dead kremlin critics grows with nemtsov murder #nigeria #news',NEWS
'#bitcoin derivatives platform tera#exchange to go public in merger #news #cryptocurrency',NEWS
'apc chieftain others defect to pdp in bayelsa #nigeria #news',NEWS
'study consumers feel #bitcoin more secure than mobile payments apps #news #cryptocurrency',NEWS
'swarm s accepting submissions for nd class investments and announces legal framework for amp # #bitcoin #news',NEWS
'check this out zelda williams on keeping her dad s memory alive he is impossible to for #entertianment #news',SPAM
'check this out astronaut sends vulcan tribute to leonard nimoy from final frontier ameri #entertianment #news',SPAM
'check this out what color is this dress white amp gold or blue amp black this dress whi #entertianment #news',SPAM
'#news dana loesch leads religion pity party at #cpac it s time to make christians a',SPAM
'check this out report thief returns lupita s oscar dress hotel burglar returns lupita n #entertianment #news',NEWS
'check this out bruce jenner photographed on his phone while driving bruce jenner has bee #entertianment #news',SPAM
'rt #ukraine s photo journalist killed in #donbas #media #news',NEWS
'video technology trials delayed #ni #news',SPAM
'more staff on gritters after assault #ni #news',NEWS
'world record set at ploughing event #ni #news',NEWS
'h amp w welders ballymena utd #ni #news',SPAM
'rt make big money click here gt #money #trafficnews #folloback #news #breakingnews #ptc h',SPAM
'list of dead kremlin critics grows with nemtsov murder #news',NEWS
'rt the first #ptc that pays in dollars earn day #money #news #marketing #network',SPAM
'a healthful makeover for a comfort food favourite #canadacom #news #canada',SPAM
'#news #bignews looted iraq museum opens years on iraq s national museum officially reopens in baghdad',SPAM
'#breaking #news #trending tapbots teases redesigned',SPAM
'apc chieftain others defect to pdp in bayelsa #news',NEWS
'ufc video embedded episode josh koscheck has moves #mma #news #ufc',SPORTS
'buffett says sprawl is good but may not be good enough #latest #news',NEWS
'#music go behind the scenes of ashley monroe s chic on to something good video fashion is as #news #hotnews',SPAM
'chingay day singaporeans hopes and wishes for the future #latest #news',SPAM
'yemen signs aviation deal with iran state news agency #latest #news',NEWS
'#news #bignews call for a heterosexual pride day mocked in brazil how a brazilian politician was mocked online',NEWS
'two year old sings national anthem perfectly #a #news #tcot',SPAM
'yemen troops separatists clash with un talks in peril #worldnews #news #breakingnews',NEWS
'another hindu temple vandalised in us #worldnews #news #breakingnews',NEWS
'governments covertly fund internet freedom activists #worldnews #news #breakingnews',NEWS
'one of the most wanted by the u s marshals is arrested in brazil #worldnews #news #breakingnews',NEWS
'south yemen tribes on alert despite houthi assurances #worldnews #news #breakingnews',NEWS
'cage important human rights group or apologists for terror #worldnews #news #breakingnews',NEWS
'inappropriate touching porn and booze passenger tells of nightmare on jetstar flight #worldnews #news #breakingnews',NEWS
'rt al hurra tv iranian opp unveiled the existence of a secret uranium enrichment facility in #iran #irantalks #news http',NEWS
'ibm to invest b in cloud services mobile and data analytics businesses says #news',NEWS
'#toronto #sports #news keys to the game maple leafs vs canadiens',SPORTS
'man killed in single car crash in deer park #longisland #news',NEWS
'disney wants to help developers make games more interactive #news',SPAM
'booked during operation under national action plan #pakistan #news',SPAM
'rt the first #ptc that pays in dollars earn day #money #news #marketing #network',SPAM
'youth throws acid on girl #pakistan #news',NEWS
'amazon echo beta sdk coming for developers content providers #news',SPAM
